USER_ID,LAST_VISITS,TYPE,number_consumers,expenditure
3449,2016-03-11 20:16:00,已流失,5.0,744.0
1433,2016-07-20 11:02:00,非流失,10.0,1342.0
1433,2016-07-20 11:02:00,非流失,4.0,825.0
1433,2016-07-20 11:02:00,非流失,2.0,261.0
1431,2016-03-27 18:32:00,准流失,9.0,1477.0
2438,2016-04-29 19:17:00,准流失,8.0,1195.0
1435,2016-07-10 12:42:00,非流失,4.0,772.0
1435,2016-07-10 12:42:00,非流失,7.0,1189.0
1435,2016-07-10 12:42:00,非流失,8.0,1084.0
2686,2016-01-16 11:26:00,已流失,3.0,638.0
2272,2016-01-12 13:44:00,已流失,6.0,741.0
1434,2016-05-03 18:39:00,准流失,2.0,283.0
1434,2016-05-03 18:39:00,准流失,3.0,281.0
2299,2016-05-28 20:57:00,非流失,9.0,1324.0
2299,2016-05-28 20:57:00,非流失,8.0,1493.0
1432,2016-07-10 12:05:00,准流失,6.0,665.0
2650,2016-06-02 12:42:00,准流失,4.0,837.0
2855,2016-06-07 13:35:00,准流失,9.0,1288.0
2855,2016-06-07 13:35:00,准流失,8.0,1032.0
2326,2016-07-14 12:26:00,准流失,7.0,1292.0
2326,2016-07-14 12:26:00,准流失,2.0,243.0
1791,2016-04-05 20:44:00,准流失,6.0,1037.0
1791,2016-04-05 20:44:00,准流失,3.0,683.0
1877,2016-05-12 20:38:00,准流失,4.0,551.0
1877,2016-05-12 20:38:00,准流失,10.0,1278.0
1877,2016-05-12 20:38:00,准流失,4.0,402.0
2341,2016-04-11 21:26:00,已流失,5.0,762.0
2225,2016-01-08 12:37:00,已流失,7.0,1426.0
3518,2016-07-17 11:13:00,非流失,3.0,352.0
3518,2016-07-17 11:13:00,非流失,6.0,528.0
3518,2016-07-17 11:13:00,非流失,8.0,1162.0
3518,2016-07-17 11:13:00,非流失,10.0,1245.0
2964,2016-07-28 13:22:00,非流失,10.0,1183.0
2964,2016-07-28 13:22:00,非流失,4.0,420.0
2964,2016-07-28 13:22:00,非流失,7.0,760.0
3308,2016-07-24 12:31:00,准流失,10.0,1380.0
3693,2016-04-14 19:49:00,准流失,5.0,413.0
3693,2016-04-14 19:49:00,准流失,6.0,942.0
2951,2016-06-04 11:36:00,已流失,9.0,1386.0
2951,2016-06-04 11:36:00,已流失,4.0,582.0
2718,2016-06-13 13:03:00,准流失,7.0,1131.0
2718,2016-06-13 13:03:00,准流失,5.0,574.0
3521,2016-07-14 11:20:00,准流失,6.0,539.0
3818,2016-06-25 11:56:00,准流失,2.0,222.0
3818,2016-06-25 11:56:00,准流失,8.0,1608.0
2038,2016-03-23 19:14:00,准流失,9.0,1143.0
2694,2016-07-28 12:17:00,非流失,9.0,1064.0
2694,2016-07-28 12:17:00,非流失,5.0,508.0
2694,2016-07-28 12:17:00,非流失,3.0,354.0
3070,2016-05-13 18:32:00,非流失,2.0,334.0
3070,2016-05-13 18:32:00,非流失,6.0,814.0
3070,2016-05-13 18:32:00,非流失,7.0,1491.0
2755,2016-06-14 12:06:00,准流失,7.0,1230.0
2755,2016-06-14 12:06:00,准流失,4.0,364.0
3115,2016-06-15 13:14:00,非流失,2.0,232.0
3115,2016-06-15 13:14:00,非流失,4.0,390.0
3115,2016-06-15 13:14:00,非流失,7.0,842.0
3115,2016-06-15 13:14:00,非流失,7.0,1184.0
3115,2016-06-15 13:14:00,非流失,5.0,700.0
3796,2016-06-19 12:05:00,准流失,9.0,961.0
3796,2016-06-19 12:05:00,准流失,4.0,693.0
3796,2016-06-19 12:05:00,准流失,3.0,603.0
1924,2016-04-11 17:16:00,准流失,3.0,376.0
2575,2016-03-05 20:16:00,准流失,7.0,1135.0
2575,2016-03-05 20:16:00,准流失,4.0,588.0
2575,2016-03-05 20:16:00,准流失,6.0,512.0
2575,2016-03-05 20:16:00,准流失,5.0,474.0
3740,2016-05-30 18:26:00,非流失,10.0,1533.0
3740,2016-05-30 18:26:00,非流失,8.0,1003.0
1896,2016-07-20 13:09:00,准流失,9.0,1415.0
3339,2016-07-15 11:25:00,准流失,8.0,1604.0
2513,2016-07-15 11:14:00,准流失,5.0,926.0
2513,2016-07-15 11:14:00,准流失,2.0,315.0
2002,2016-02-10 18:05:00,已流失,5.0,402.0
2877,2016-01-27 19:25:00,已流失,10.0,1801.0
1749,2016-06-23 13:43:00,非流失,9.0,1383.0
1749,2016-06-23 13:43:00,非流失,8.0,1211.0
1749,2016-06-23 13:43:00,非流失,3.0,520.0
3011,2016-07-15 11:35:00,准流失,7.0,1165.0
3011,2016-07-15 11:35:00,准流失,3.0,697.0
3075,2016-05-18 19:18:00,准流失,2.0,241.0
3787,2016-06-28 11:55:00,非流失,9.0,1054.0
3495,2016-07-16 13:01:00,非流失,4.0,772.0
3495,2016-07-16 13:01:00,非流失,9.0,1289.0
3495,2016-07-16 13:01:00,非流失,7.0,941.0
2490,2016-04-18 20:52:00,准流失,10.0,1574.0
2490,2016-04-18 20:52:00,准流失,7.0,1097.0
1885,2016-02-27 18:43:00,已流失,10.0,1716.0
1539,2016-03-01 18:48:00,准流失,10.0,1263.0
1539,2016-03-01 18:48:00,准流失,2.0,292.0
3710,2016-05-26 20:31:00,准流失,8.0,901.0
3710,2016-05-26 20:31:00,准流失,4.0,374.0
3710,2016-05-26 20:31:00,准流失,5.0,883.0
1534,2016-06-13 11:04:00,非流失,2.0,223.0
1534,2016-06-13 11:04:00,非流失,4.0,674.0
1534,2016-06-13 11:04:00,非流失,3.0,570.0
1534,2016-06-13 11:04:00,非流失,5.0,931.0
1534,2016-06-13 11:04:00,非流失,9.0,1191.0
1534,2016-06-13 11:04:00,非流失,3.0,335.0
1533,2016-05-13 20:19:00,准流失,3.0,510.0
1533,2016-05-13 20:19:00,准流失,5.0,638.0
1540,2016-02-03 20:26:00,已流失,5.0,393.0
3181,2016-07-20 11:49:00,非流失,7.0,1521.0
3181,2016-07-20 11:49:00,非流失,8.0,1193.0
3401,2016-04-14 17:57:00,准流失,10.0,1372.0
2986,2016-07-23 12:18:00,准流失,10.0,1429.0
1536,2016-03-25 20:47:00,准流失,6.0,518.0
2005,2016-05-30 20:24:00,已流失,10.0,1714.0
2005,2016-05-30 20:24:00,已流失,6.0,763.0
1537,2016-06-24 12:03:00,非流失,3.0,672.0
1537,2016-06-24 12:03:00,非流失,2.0,398.0
1537,2016-06-24 12:03:00,非流失,4.0,570.0
1537,2016-06-24 12:03:00,非流失,2.0,269.0
1537,2016-06-24 12:03:00,非流失,6.0,838.0
1875,2016-01-28 12:31:00,已流失,7.0,1435.0
3194,2016-04-06 18:33:00,已流失,3.0,566.0
3194,2016-04-06 18:33:00,已流失,8.0,1037.0
1542,2016-01-19 11:02:00,已流失,4.0,754.0
1538,2016-07-21 13:45:00,准流失,9.0,1452.0
1541,2016-05-07 18:58:00,准流失,9.0,1000.0
1541,2016-05-07 18:58:00,准流失,8.0,1285.0
1841,2016-07-21 12:50:00,准流失,3.0,652.0
1841,2016-07-21 12:50:00,准流失,5.0,533.0
1841,2016-07-21 12:50:00,准流失,2.0,305.0
2049,2016-07-27 12:39:00,准流失,3.0,320.0
3448,2016-06-14 12:18:00,准流失,3.0,673.0
3448,2016-06-14 12:18:00,准流失,2.0,368.0
1977,2016-02-01 17:40:00,已流失,10.0,1238.0
1816,2016-04-04 21:34:00,准流失,2.0,398.0
1816,2016-04-04 21:34:00,准流失,7.0,1229.0
3741,2016-01-04 13:31:00,已流失,6.0,590.0
1783,2016-05-12 21:05:00,非流失,6.0,653.0
1783,2016-05-12 21:05:00,非流失,9.0,960.0
3277,2016-07-19 13:39:00,非流失,3.0,554.0
3277,2016-07-19 13:39:00,非流失,8.0,1386.0
3277,2016-07-19 13:39:00,非流失,7.0,1173.0
3277,2016-07-19 13:39:00,非流失,3.0,351.0
2062,2016-01-31 12:56:00,准流失,4.0,376.0
2062,2016-01-31 12:56:00,准流失,8.0,1166.0
3606,2016-04-18 20:13:00,准流失,5.0,396.0
3372,2016-07-28 12:06:00,非流失,6.0,901.0
3372,2016-07-28 12:06:00,非流失,4.0,426.0
3372,2016-07-28 12:06:00,非流失,10.0,1814.0
3372,2016-07-28 12:06:00,非流失,5.0,935.0
1115,2016-07-19 13:34:00,非流失,5.0,432.0
1115,2016-07-19 13:34:00,非流失,8.0,1013.0
1115,2016-07-19 13:34:00,非流失,4.0,839.0
1936,2016-05-04 18:40:00,准流失,6.0,731.0
1936,2016-05-04 18:40:00,准流失,7.0,781.0
3083,2016-02-02 20:09:00,已流失,4.0,787.0
3636,2016-06-10 11:13:00,准流失,9.0,1332.0
1116,2016-06-04 11:48:00,准流失,5.0,864.0
2076,2016-05-02 19:49:00,准流失,5.0,552.0
2076,2016-05-02 19:49:00,准流失,7.0,833.0
2359,2016-07-09 11:54:00,准流失,10.0,1547.0
2359,2016-07-09 11:54:00,准流失,5.0,754.0
1114,2016-06-16 13:03:00,准流失,10.0,1206.0
2627,2016-07-09 13:56:00,准流失,10.0,1428.0
2627,2016-07-09 13:56:00,准流失,3.0,601.0
2639,2016-05-21 18:14:00,已流失,7.0,948.0
2639,2016-05-21 18:14:00,已流失,2.0,338.0
2967,2016-02-12 19:18:00,准流失,2.0,252.0
3731,2016-02-25 17:53:00,准流失,9.0,1103.0
3731,2016-02-25 17:53:00,准流失,8.0,1557.0
1618,2016-05-28 21:55:00,准流失,9.0,1239.0
1618,2016-05-28 21:55:00,准流失,5.0,508.0
1607,2016-05-17 17:19:00,准流失,4.0,417.0
3430,2016-07-26 13:38:00,非流失,8.0,1168.0
3430,2016-07-26 13:38:00,非流失,6.0,607.0
3430,2016-07-26 13:38:00,非流失,6.0,565.0
3430,2016-07-26 13:38:00,非流失,10.0,1234.0
3430,2016-07-26 13:38:00,非流失,6.0,653.0
3430,2016-07-26 13:38:00,非流失,9.0,1473.0
3430,2016-07-26 13:38:00,非流失,4.0,656.0
3430,2016-07-26 13:38:00,非流失,10.0,1665.0
3430,2016-07-26 13:38:00,非流失,3.0,681.0
3430,2016-07-26 13:38:00,非流失,9.0,1077.0
3430,2016-07-26 13:38:00,非流失,5.0,610.0
3430,2016-07-26 13:38:00,非流失,2.0,291.0
3430,2016-07-26 13:38:00,非流失,6.0,549.0
3430,2016-07-26 13:38:00,非流失,4.0,361.0
3430,2016-07-26 13:38:00,非流失,8.0,955.0
3430,2016-07-26 13:38:00,非流失,10.0,1720.0
3430,2016-07-26 13:38:00,非流失,2.0,261.0
3430,2016-07-26 13:38:00,非流失,6.0,1097.0
3430,2016-07-26 13:38:00,非流失,5.0,825.0
3430,2016-07-26 13:38:00,非流失,7.0,1154.0
3430,2016-07-26 13:38:00,非流失,7.0,1473.0
3430,2016-07-26 13:38:00,非流失,4.0,562.0
3430,2016-07-26 13:38:00,非流失,7.0,954.0
3430,2016-07-26 13:38:00,非流失,10.0,1199.0
3430,2016-07-26 13:38:00,非流失,10.0,1774.0
3430,2016-07-26 13:38:00,非流失,9.0,940.0
3430,2016-07-26 13:38:00,非流失,6.0,1009.0
3430,2016-07-26 13:38:00,非流失,10.0,1315.0
3430,2016-07-26 13:38:00,非流失,4.0,482.0
3430,2016-07-26 13:38:00,非流失,2.0,376.0
3430,2016-07-26 13:38:00,非流失,5.0,595.0
3430,2016-07-26 13:38:00,非流失,9.0,1129.0
3430,2016-07-26 13:38:00,非流失,10.0,1627.0
3430,2016-07-26 13:38:00,非流失,5.0,866.0
1787,2016-06-11 13:38:00,非流失,6.0,616.0
1787,2016-06-11 13:38:00,非流失,4.0,486.0
1787,2016-06-11 13:38:00,非流失,9.0,1057.0
1787,2016-06-11 13:38:00,非流失,4.0,370.0
1787,2016-06-11 13:38:00,非流失,9.0,1103.0
1011,2016-06-19 11:23:00,非流失,6.0,1153.0
1011,2016-06-19 11:23:00,非流失,9.0,1514.0
1011,2016-06-19 11:23:00,非流失,8.0,1445.0
3684,2016-04-20 19:56:00,非流失,5.0,487.0
3684,2016-04-20 19:56:00,非流失,6.0,713.0
3684,2016-04-20 19:56:00,非流失,5.0,945.0
3684,2016-04-20 19:56:00,非流失,8.0,1348.0
3684,2016-04-20 19:56:00,非流失,6.0,517.0
1610,2016-06-26 12:13:00,非流失,6.0,639.0
1610,2016-06-26 12:13:00,非流失,3.0,675.0
1610,2016-06-26 12:13:00,非流失,3.0,430.0
1610,2016-06-26 12:13:00,非流失,9.0,1064.0
1609,2016-05-29 19:29:00,已流失,4.0,663.0
1012,2016-06-25 12:41:00,准流失,5.0,873.0
1602,2016-03-24 18:15:00,已流失,6.0,806.0
1611,2016-07-01 13:09:00,非流失,8.0,1541.0
1611,2016-07-01 13:09:00,非流失,7.0,1456.0
1611,2016-07-01 13:09:00,非流失,8.0,1206.0
1615,2016-07-31 12:24:00,非流失,9.0,972.0
1615,2016-07-31 12:24:00,非流失,3.0,360.0
1615,2016-07-31 12:24:00,非流失,6.0,1027.0
1615,2016-07-31 12:24:00,非流失,7.0,1528.0
1614,2016-01-27 19:00:00,已流失,8.0,1267.0
1614,2016-01-27 19:00:00,已流失,2.0,425.0
1619,2016-03-19 19:58:00,准流失,5.0,512.0
1619,2016-03-19 19:58:00,准流失,7.0,1174.0
1598,2016-05-27 18:03:00,已流失,6.0,924.0
1601,2016-05-26 18:18:00,准流失,7.0,847.0
1605,2016-02-08 20:24:00,准流失,6.0,611.0
1605,2016-02-08 20:24:00,准流失,4.0,615.0
1599,2016-06-03 12:20:00,非流失,5.0,667.0
1599,2016-06-03 12:20:00,非流失,2.0,445.0
1599,2016-06-03 12:20:00,非流失,10.0,1621.0
1599,2016-06-03 12:20:00,非流失,5.0,768.0
1604,2016-01-07 12:36:00,已流失,4.0,485.0
1608,2016-07-21 12:09:00,非流失,2.0,273.0
1608,2016-07-21 12:09:00,非流失,3.0,304.0
1608,2016-07-21 12:09:00,非流失,4.0,744.0
1608,2016-07-21 12:09:00,非流失,5.0,396.0
3114,2016-04-13 18:46:00,准流失,3.0,700.0
3114,2016-04-13 18:46:00,准流失,5.0,550.0
3173,2016-05-16 18:29:00,准流失,2.0,311.0
3173,2016-05-16 18:29:00,准流失,3.0,456.0
3173,2016-05-16 18:29:00,准流失,8.0,1443.0
1616,2016-04-24 19:55:00,准流失,6.0,816.0
1620,2016-01-05 11:22:00,准流失,7.0,813.0
1600,2016-05-01 19:35:00,准流失,8.0,1384.0
1617,2016-07-31 13:39:00,非流失,9.0,1187.0
1617,2016-07-31 13:39:00,非流失,10.0,1816.0
1617,2016-07-31 13:39:00,非流失,8.0,1114.0
1617,2016-07-31 13:39:00,非流失,3.0,483.0
1597,2016-01-18 12:38:00,已流失,7.0,1085.0
1603,2016-04-07 18:55:00,准流失,7.0,808.0
1603,2016-04-07 18:55:00,准流失,7.0,896.0
1603,2016-04-07 18:55:00,准流失,3.0,572.0
1612,2016-07-21 13:32:00,准流失,8.0,1049.0
1612,2016-07-21 13:32:00,准流失,6.0,1178.0
1621,2016-05-26 20:27:00,准流失,6.0,638.0
2670,2016-05-19 18:26:00,非流失,8.0,1037.0
2670,2016-05-19 18:26:00,非流失,4.0,671.0
2670,2016-05-19 18:26:00,非流失,5.0,911.0
2670,2016-05-19 18:26:00,非流失,7.0,1484.0
2078,2016-06-09 12:04:00,非流失,10.0,1268.0
2078,2016-06-09 12:04:00,非流失,10.0,1225.0
3406,2016-06-13 13:19:00,准流失,7.0,1028.0
3406,2016-06-13 13:19:00,准流失,8.0,1076.0
2165,2016-07-20 12:12:00,非流失,9.0,1151.0
2165,2016-07-20 12:12:00,非流失,6.0,863.0
3618,2016-05-23 17:51:00,非流失,7.0,977.0
3618,2016-05-23 17:51:00,非流失,7.0,1006.0
3618,2016-05-23 17:51:00,非流失,9.0,1035.0
3471,2016-07-08 11:46:00,准流失,2.0,295.0
3471,2016-07-08 11:46:00,准流失,4.0,640.0
3471,2016-07-08 11:46:00,准流失,5.0,949.0
3541,2016-05-20 20:11:00,准流失,3.0,402.0
3573,2016-06-21 12:07:00,准流失,10.0,1183.0
1762,2016-02-04 17:35:00,已流失,8.0,950.0
3714,2016-03-25 17:14:00,准流失,6.0,704.0
3714,2016-03-25 17:14:00,准流失,6.0,717.0
2523,2016-03-15 20:54:00,已流失,5.0,968.0
2172,2016-06-11 13:03:00,非流失,10.0,1333.0
2172,2016-06-11 13:03:00,非流失,10.0,1371.0
2172,2016-06-11 13:03:00,非流失,9.0,1081.0
2172,2016-06-11 13:03:00,非流失,3.0,403.0
1669,2016-01-11 19:51:00,已流失,8.0,1383.0
1098,2016-04-20 18:10:00,准流失,4.0,508.0
1004,2016-05-06 18:02:00,准流失,4.0,362.0
1192,2016-04-12 17:21:00,准流失,7.0,1163.0
1192,2016-04-12 17:21:00,准流失,2.0,335.0
2031,2016-07-28 13:43:00,非流失,2.0,385.0
2031,2016-07-28 13:43:00,非流失,4.0,517.0
2031,2016-07-28 13:43:00,非流失,9.0,1426.0
2507,2016-06-02 11:05:00,准流失,2.0,247.0
2294,2016-05-21 19:26:00,非流失,2.0,392.0
2294,2016-05-21 19:26:00,非流失,9.0,1313.0
2294,2016-05-21 19:26:00,非流失,8.0,1211.0
1210,2016-07-26 12:06:00,非流失,6.0,993.0
1210,2016-07-26 12:06:00,非流失,10.0,1278.0
1210,2016-07-26 12:06:00,非流失,7.0,781.0
1210,2016-07-26 12:06:00,非流失,7.0,818.0
1210,2016-07-26 12:06:00,非流失,9.0,1281.0
1210,2016-07-26 12:06:00,非流失,5.0,439.0
1210,2016-07-26 12:06:00,非流失,9.0,1280.0
1210,2016-07-26 12:06:00,非流失,8.0,1444.0
1210,2016-07-26 12:06:00,非流失,5.0,746.0
1210,2016-07-26 12:06:00,非流失,7.0,1173.0
1210,2016-07-26 12:06:00,非流失,5.0,805.0
1210,2016-07-26 12:06:00,非流失,6.0,854.0
1210,2016-07-26 12:06:00,非流失,2.0,277.0
1210,2016-07-26 12:06:00,非流失,3.0,555.0
1210,2016-07-26 12:06:00,非流失,5.0,399.0
1210,2016-07-26 12:06:00,非流失,8.0,1508.0
1210,2016-07-26 12:06:00,非流失,10.0,1265.0
1210,2016-07-26 12:06:00,非流失,10.0,1568.0
1210,2016-07-26 12:06:00,非流失,4.0,586.0
1210,2016-07-26 12:06:00,非流失,7.0,1091.0
1210,2016-07-26 12:06:00,非流失,2.0,339.0
1210,2016-07-26 12:06:00,非流失,8.0,1354.0
1210,2016-07-26 12:06:00,非流失,3.0,511.0
1210,2016-07-26 12:06:00,非流失,6.0,607.0
1210,2016-07-26 12:06:00,非流失,5.0,568.0
1210,2016-07-26 12:06:00,非流失,2.0,278.0
1210,2016-07-26 12:06:00,非流失,4.0,456.0
1210,2016-07-26 12:06:00,非流失,7.0,1067.0
1210,2016-07-26 12:06:00,非流失,6.0,924.0
2684,2016-07-15 13:12:00,非流失,5.0,576.0
2684,2016-07-15 13:12:00,非流失,8.0,1148.0
2684,2016-07-15 13:12:00,非流失,2.0,382.0
1723,2016-06-20 12:46:00,准流失,10.0,1352.0
1723,2016-06-20 12:46:00,准流失,5.0,633.0
1706,2016-04-03 19:42:00,已流失,4.0,866.0
1174,2016-05-04 18:05:00,非流失,5.0,743.0
1174,2016-05-04 18:05:00,非流失,5.0,668.0
1174,2016-05-04 18:05:00,非流失,4.0,555.0
1174,2016-05-04 18:05:00,非流失,10.0,1681.0
1682,2016-05-28 21:03:00,非流失,10.0,1798.0
1682,2016-05-28 21:03:00,非流失,6.0,1128.0
1682,2016-05-28 21:03:00,非流失,3.0,411.0
3147,2016-07-21 12:50:00,非流失,5.0,935.0
3147,2016-07-21 12:50:00,非流失,9.0,968.0
3147,2016-07-21 12:50:00,非流失,10.0,1318.0
2473,2016-07-07 11:08:00,非流失,9.0,1442.0
2473,2016-07-07 11:08:00,非流失,2.0,362.0
2473,2016-07-07 11:08:00,非流失,9.0,1042.0
2525,2016-03-14 20:13:00,已流失,7.0,1517.0
2871,2016-05-17 19:44:00,非流失,3.0,450.0
2871,2016-05-17 19:44:00,非流失,10.0,1295.0
2871,2016-05-17 19:44:00,非流失,8.0,1389.0
2512,2016-04-13 21:34:00,已流失,7.0,1156.0
3312,2016-07-16 12:37:00,准流失,10.0,1551.0
2579,2016-07-17 12:48:00,准流失,7.0,1263.0
3125,2016-05-28 19:48:00,准流失,3.0,571.0
3125,2016-05-28 19:48:00,准流失,4.0,838.0
3125,2016-05-28 19:48:00,准流失,7.0,994.0
3303,2016-02-24 17:43:00,准流失,10.0,1571.0
3303,2016-02-24 17:43:00,准流失,4.0,362.0
1500,2016-02-25 19:28:00,准流失,4.0,564.0
1500,2016-02-25 19:28:00,准流失,7.0,1219.0
3642,2016-06-16 13:15:00,非流失,7.0,913.0
3642,2016-06-16 13:15:00,非流失,4.0,845.0
3642,2016-06-16 13:15:00,非流失,10.0,1304.0
1493,2016-07-06 12:44:00,非流失,8.0,923.0
1493,2016-07-06 12:44:00,非流失,8.0,1277.0
1493,2016-07-06 12:44:00,非流失,6.0,1164.0
1493,2016-07-06 12:44:00,非流失,7.0,958.0
1495,2016-06-08 13:16:00,准流失,7.0,1027.0
1495,2016-06-08 13:16:00,准流失,2.0,304.0
1496,2016-06-17 12:39:00,准流失,5.0,704.0
1502,2016-07-23 11:32:00,准流失,2.0,230.0
1502,2016-07-23 11:32:00,准流失,4.0,356.0
1502,2016-07-23 11:32:00,准流失,4.0,764.0
1501,2016-05-30 18:50:00,非流失,9.0,1438.0
1501,2016-05-30 18:50:00,非流失,3.0,281.0
1501,2016-05-30 18:50:00,非流失,4.0,862.0
1501,2016-05-30 18:50:00,非流失,10.0,1596.0
1501,2016-05-30 18:50:00,非流失,9.0,1152.0
1499,2016-07-21 13:41:00,非流失,8.0,1220.0
1499,2016-07-21 13:41:00,非流失,9.0,1381.0
1498,2016-03-02 18:27:00,已流失,9.0,1193.0
1498,2016-03-02 18:27:00,已流失,2.0,428.0
1498,2016-03-02 18:27:00,已流失,6.0,905.0
1497,2016-04-29 19:36:00,非流失,8.0,1246.0
1497,2016-04-29 19:36:00,非流失,3.0,398.0
1497,2016-04-29 19:36:00,非流失,7.0,815.0
1497,2016-04-29 19:36:00,非流失,7.0,813.0
1497,2016-04-29 19:36:00,非流失,9.0,1141.0
3834,2016-07-20 12:52:00,非流失,6.0,603.0
3834,2016-07-20 12:52:00,非流失,6.0,835.0
3834,2016-07-20 12:52:00,非流失,9.0,1307.0
3834,2016-07-20 12:52:00,非流失,4.0,496.0
2747,2016-01-24 13:22:00,已流失,3.0,631.0
1494,2016-01-14 12:19:00,已流失,9.0,1086.0
