,新闻动态,教学资源,项目与合作,竞赛,优秀作品
3140.5,0,2,0,0,0
101438.0,0,1,0,0,0
101447.0,0,1,0,0,0
101448.5,0,0,0,2,0
3145.0,0,1,0,0,0
134218.0,0,0,0,1,0
134221.5,0,0,0,6,0
3149.0,0,0,0,2,0
101455.5,0,0,0,2,0
101453.0,0,1,0,0,0
101457.0,0,0,0,1,0
134226.0,2,0,0,6,0
101458.0,0,0,0,1,0
3156.0,0,1,0,0,0
3155.0,0,1,0,0,0
101462.5,0,2,0,0,0
3159.0,0,0,0,4,0
3154.0,0,0,0,1,0
3161.0,0,1,0,0,0
101471.5,0,0,0,14,0
3171.0,1,0,0,13,0
101476.0,0,1,0,0,0
101483.0,0,1,0,0,0
3181.5,0,2,0,0,0
101487.0,0,0,0,1,0
3183.0,1,0,0,0,0
3185.0,0,0,0,1,0
101488.0,0,1,0,0,0
101491.5,0,0,0,2,0
3187.5,0,2,0,0,0
101489.0,0,1,0,0,0
3191.5,0,0,0,2,0
101495.5,0,0,0,2,0
101497.0,0,1,0,0,0
101498.0,0,0,0,1,0
3194.0,0,0,0,1,0
101499.0,0,1,0,0,0
101501.0,0,1,0,0,0
101502.0,0,1,0,0,0
3199.5,3,4,0,1,0
101503.0,0,0,0,1,0
101505.0,0,0,0,1,0
101506.0,0,1,0,0,0
101507.0,0,0,0,1,0
101508.0,0,1,0,0,0
3204.0,0,0,0,1,0
101510.0,0,2,0,0,0
3209.0,4,0,0,6,0
101513.0,0,1,0,0,0
101514.0,0,1,0,0,0
134287.5,0,0,0,7,0
101520.0,0,0,1,0,0
134291.5,0,0,0,3,0
101524.5,1,0,0,0,0
101527.0,0,1,0,0,0
134296.5,2,0,0,3,0
101529.5,0,1,0,0,0
101531.0,0,1,0,0,0
101532.0,0,1,0,0,0
134302.5,0,0,0,10,0
101535.0,0,0,0,1,0
101536.0,0,1,0,0,0
101538.0,0,1,0,0,0
101539.0,0,0,0,1,0
101541.0,0,0,0,1,0
134310.5,0,0,0,18,0
101542.0,0,1,0,0,0
101544.0,0,0,0,1,0
101546.0,0,1,0,0,0
101548.0,0,1,0,0,0
101549.0,0,0,0,1,0
134318.5,0,0,0,8,0
101551.0,0,0,1,0,0
101552.0,0,1,0,0,0
134323.5,0,0,0,8,0
101556.0,0,0,0,4,0
134327.5,0,0,0,8,0
101560.0,0,0,0,1,0
101563.5,4,0,0,0,0
101566.5,0,0,0,4,0
101569.5,0,0,0,8,0
101574.0,0,1,0,0,0
101575.0,0,1,0,0,0
101577.0,0,0,0,1,0
101578.0,0,1,0,0,0
101590.5,0,1,0,0,0
3288.0,0,0,0,10,0
101593.0,0,1,0,0,0
101594.0,1,0,0,0,0
101609.0,0,1,0,0,0
101611.0,1,0,0,0,0
101613.0,0,1,0,0,0
101614.0,0,1,0,0,0
101626.0,0,1,0,0,0
101628.0,0,1,0,0,0
101629.0,0,0,0,1,0
101630.0,0,1,0,0,0
3337.5,5,0,0,7,0
3346.5,4,0,0,4,0
3351.0,0,0,0,6,0
134425.5,0,0,0,6,0
3355.5,0,0,0,8,0
134429.5,2,0,0,6,0
3359.0,0,0,0,6,0
3361.5,0,0,0,4,0
134437.0,0,0,0,10,0
3367.5,4,0,0,16,0
134446.0,0,0,0,10,0
134454.5,1,0,0,7,0
134461.0,0,0,0,6,0
134465.0,0,0,0,8,0
3395.5,2,0,0,18,0
134468.0,0,0,0,1,0
3403.0,0,0,0,10,0
3408.0,0,0,0,10,0
134487.0,0,0,0,13,0
134496.5,0,0,0,8,0
3439.0,0,0,0,1,0
134532.5,4,0,0,14,0
3462.5,0,0,0,12,0
134556.0,0,0,8,2,0
3490.0,0,0,0,10,0
134562.5,0,0,0,8,0
3498.0,0,0,0,7,0
134579.0,0,0,0,10,0
3510.0,0,0,0,12,0
134584.0,4,0,0,2,0
134587.5,0,0,0,8,0
3517.0,0,0,0,1,0
3521.5,0,0,0,16,0
3529.5,4,0,0,12,0
134606.5,0,0,0,19,0
3535.0,0,0,0,5,0
3541.0,2,0,0,12,0
3546.5,0,0,0,4,0
101852.5,8,0,0,0,0
101857.5,2,0,0,0,0
101859.5,2,0,0,0,0
101861.5,2,0,0,0,0
101864.5,4,0,0,0,0
3561.5,0,0,0,8,0
101867.5,2,0,0,0,0
3565.0,0,0,0,6,0
101870.5,4,0,0,0,0
3567.0,0,0,0,1,0
3568.5,0,0,0,4,0
101874.5,4,0,0,0,0
3573.0,4,0,0,4,0
101877.5,1,0,0,0,0
101879.5,2,0,0,0,0
3577.0,0,0,0,1,0
101882.5,3,0,0,0,0
3579.5,0,0,0,8,0
134652.5,0,0,0,8,0
98405.5,0,1,0,0,0
101886.0,0,0,0,1,0
101885.0,0,0,1,0,0
3584.0,0,0,0,10,0
134657.5,0,0,0,12,0
101890.0,0,0,0,1,0
101891.0,0,1,0,0,0
101892.0,0,1,0,0,0
101889.0,0,1,0,0,0
101893.0,1,0,0,0,0
101895.5,0,1,1,0,0
3591.0,2,0,0,7,0
101897.0,0,0,0,1,0
101894.0,0,1,0,0,0
101898.5,0,0,0,2,0
134669.5,0,0,0,17,0
101901.0,0,1,0,0,0
3599.0,0,0,0,7,0
101903.0,0,0,0,1,0
101905.0,0,1,0,0,0
101902.0,0,0,1,0,0
101907.0,0,1,0,0,0
101904.0,0,0,1,0,0
101909.0,0,0,0,1,0
101910.0,0,1,0,0,0
3607.0,0,0,0,14,0
101911.0,0,1,0,0,0
134681.5,0,0,0,12,0
101913.0,0,0,0,1,0
101915.0,1,0,0,0,0
3612.0,0,0,0,1,0
101916.0,0,1,0,0,0
101912.0,0,0,0,1,0
101914.0,0,1,0,0,0
134688.0,0,0,0,14,0
101921.0,0,1,0,0,0
101922.0,0,1,0,0,0
101925.0,0,1,0,0,0
3628.5,4,0,0,12,0
101932.0,0,1,0,0,0
3634.5,0,0,0,8,0
101939.0,0,1,0,0,0
101940.0,0,0,1,0,0
3637.0,0,0,0,1,0
3639.0,0,0,0,6,0
101943.0,0,1,0,0,0
101945.0,0,0,1,0,0
134716.5,0,0,0,4,0
101948.0,0,1,0,0,0
101949.0,0,1,0,0,0
101951.0,0,1,0,0,0
101953.0,0,1,0,0,0
101954.0,0,0,0,1,0
101955.0,0,1,0,0,0
3652.5,0,0,0,4,0
101956.0,0,0,0,1,0
101958.0,0,1,0,0,0
3655.5,0,0,0,8,0
101959.0,0,1,0,0,0
101957.0,0,1,0,0,0
3658.0,0,0,0,1,0
3660.5,0,0,0,8,0
101965.0,0,1,0,0,0
101966.0,0,1,0,0,0
101967.0,0,1,0,0,0
3663.0,0,0,0,1,0
101969.0,0,3,0,0,0
101972.5,0,4,0,0,0
134741.5,0,0,0,12,0
101976.0,0,0,0,0,1
101977.0,0,1,0,0,0
101978.0,0,1,0,0,0
101979.0,0,0,1,0,0
101983.0,0,1,0,0,0
134753.0,0,0,0,14,0
101986.0,0,1,0,0,0
101985.0,0,1,0,0,0
101988.0,0,0,0,1,0
101987.0,0,1,0,0,0
101993.0,0,0,0,1,0
101998.0,0,0,0,0,1
102002.5,0,0,0,8,0
102006.0,0,0,0,1,0
102011.5,0,1,0,0,0
102015.0,0,0,0,1,0
102016.0,0,1,0,0,0
102024.0,0,1,0,0,0
134804.0,0,0,0,14,0
134809.0,0,0,0,1,0
134810.0,0,0,0,1,0
134812.0,0,0,0,6,0
3750.5,0,0,0,16,0
102062.0,0,1,0,0,0
3759.0,0,0,0,12,0
102066.0,0,3,0,0,0
3764.0,0,0,0,1,0
102068.0,0,1,0,0,0
3766.5,4,0,0,4,0
102070.0,0,1,0,0,0
102069.0,0,1,0,0,0
3771.0,0,0,0,10,0
3788.0,0,0,0,14,0
3796.0,0,1,0,0,0
3802.0,0,4,0,0,0
102108.0,0,0,0,0,1
3809.5,2,1,0,0,0
102113.0,0,1,0,0,0
102118.0,0,1,0,0,0
3815.0,0,0,0,1,0
102120.0,1,0,0,0,0
102121.0,1,0,0,0,0
102124.0,0,1,0,0,0
102130.0,0,0,0,1,0
102131.0,0,1,0,0,0
102134.0,0,1,0,0,0
102135.0,0,1,0,0,0
102136.0,0,0,1,0,0
102137.0,0,1,0,0,0
102139.0,0,1,0,0,0
102140.0,0,1,0,0,0
102144.0,0,1,0,0,0
102146.0,0,1,0,0,0
102147.0,0,1,0,0,0
102148.0,0,1,0,0,0
102149.5,0,0,1,0,0
102151.0,0,1,0,0,0
102154.5,0,1,0,0,0
102156.0,0,1,0,0,0
102157.0,0,1,0,0,0
102158.5,0,2,0,0,0
102160.0,0,1,0,0,0
102161.5,0,0,0,1,0
3858.5,0,0,0,8,0
102163.0,0,1,0,0,0
102164.0,0,1,0,0,0
3863.5,0,0,0,3,0
102171.0,0,1,0,0,0
3868.0,8,0,0,6,0
102172.0,0,0,1,0,0
102174.0,0,1,0,0,0
102177.0,0,0,0,1,0
102180.0,0,1,0,0,0
102190.5,18,0,0,0,0
3887.5,0,0,0,6,0
3890.0,0,0,0,1,0
3912.0,0,0,0,10,0
3915.5,0,0,0,4,0
3917.5,0,0,0,4,0
134992.0,0,0,0,5,0
134995.0,0,0,0,6,0
3923.5,4,0,0,12,0
134998.5,2,0,0,2,4
3933.0,0,0,0,18,0
3938.0,0,0,0,1,0
3939.0,0,0,0,1,0
135014.5,0,0,0,10,0
3943.5,0,0,0,16,0
135019.5,0,0,0,8,0
3950.5,0,0,0,8,0
135023.0,0,0,0,6,0
3955.0,0,0,0,4,0
3957.0,0,0,0,1,0
3959.0,0,0,0,6,0
102264.5,17,0,0,0,0
3976.0,4,0,0,12,0
135049.5,0,0,0,8,0
3983.5,0,0,0,10,0
3988.5,0,0,0,8,0
3992.0,0,0,0,6,0
102307.5,4,0,0,0,0
4010.0,0,0,0,12,0
4018.0,8,0,0,6,0
4024.0,0,0,0,6,0
4029.0,0,0,0,14,0
135109.5,0,0,0,6,0
4037.5,4,0,0,6,0
135131.0,0,0,0,10,0
135143.0,0,0,0,12,0
4072.0,0,0,0,6,0
4077.0,0,0,0,8,0
4081.5,0,0,0,4,0
135153.0,0,0,0,5,0
135156.0,4,0,0,2,0
4100.0,8,0,0,10,0
135173.5,0,0,0,12,0
4105.0,0,0,0,1,0
135179.0,4,0,0,6,0
135182.5,0,0,0,4,0
4110.5,4,0,0,16,0
135184.5,0,0,0,4,0
135190.5,0,0,0,20,0
4150.0,6,0,0,9,0
4156.0,0,0,0,6,0
4159.0,0,0,0,6,0
4164.5,0,0,0,12,0
4170.0,0,0,0,6,0
4175.5,0,0,0,16,0
4212.0,14,0,0,4,0
4217.5,0,0,0,3,0
4219.5,0,0,0,4,0
4223.5,0,0,0,12,0
4231.5,6,0,0,14,0
4241.0,3,0,0,2,0
4246.5,0,0,0,4,0
4249.5,0,0,0,5,0
135359.0,0,0,0,9,0
4294.0,0,0,0,10,0
135368.5,0,0,0,10,0
4298.0,0,0,0,6,0
4300.5,0,0,0,4,0
4305.0,0,0,0,14,0
135379.5,0,0,0,16,0
4310.5,0,0,0,8,0
4313.0,0,0,0,1,0
135387.0,0,0,0,10,0
4318.0,0,0,0,8,4
135394.0,0,0,0,18,0
135404.5,0,0,0,11,0
4343.0,0,0,0,14,0
4349.0,0,0,0,9,0
135432.5,0,0,0,2,0
135435.0,0,0,0,3,0
4370.0,2,0,0,12,0
135449.0,0,0,0,4,0
4378.5,4,0,0,16,0
135451.5,0,0,0,4,0
135453.0,0,0,0,1,0
135454.0,0,0,0,1,0
135458.0,0,0,0,14,0
4387.0,0,0,0,14,0
135466.5,4,0,0,16,0
4438.0,0,0,0,14,0
4446.0,0,0,0,16,0
4455.0,0,0,0,18,0
135530.5,0,0,0,4,0
4461.5,0,0,0,8,0
135536.0,0,0,0,16,0
4464.5,0,0,0,4,0
135544.5,0,0,0,8,0
4474.5,1,0,0,17,0
135551.0,0,0,0,3,0
135554.5,0,0,0,4,0
135559.0,0,0,0,13,0
4487.0,0,0,0,5,0
4492.0,0,0,0,6,0
135565.5,0,0,0,12,0
135569.0,0,0,0,1,0
4531.0,0,0,0,8,0
135612.5,0,0,0,8,0
135615.0,0,0,0,1,0
135616.5,2,0,0,2,0
135619.0,0,0,0,4,0
4548.0,0,0,0,14,0
135624.0,2,0,0,4,0
4553.5,0,0,0,8,0
135629.5,0,0,0,8,0
4557.0,0,0,0,6,0
135647.5,0,0,0,16,0
4585.0,2,0,0,12,0
135657.0,2,0,0,8,0
135664.0,0,0,0,10,0
135667.5,0,0,0,4,0
4599.0,1,0,0,18,0
135673.0,0,0,0,18,0
4611.0,0,0,0,6,0
4616.5,0,0,0,14,0
135693.0,0,0,0,6,0
135696.5,0,8,0,0,0
4624.5,0,0,0,8,0
135699.5,0,0,0,4,0
135701.5,0,0,0,4,0
4629.5,0,0,0,4,0
135703.5,0,0,0,4,0
4632.5,0,0,0,6,0
135706.0,0,0,0,6,0
4635.5,0,0,0,4,0
4638.0,0,0,0,4,0
135711.5,4,0,0,12,0
4640.0,0,0,0,1,0
4642.0,0,0,0,6,0
4646.0,2,0,0,8,0
4650.0,0,0,0,6,0
4653.0,0,0,0,6,0
4655.0,0,0,0,1,0
4656.5,0,0,0,4,0
4659.5,0,0,0,8,0
4692.0,0,0,0,1,0
4696.0,3,0,0,6,0
4705.5,0,0,0,12,0
4713.0,0,0,0,6,0
4716.5,0,0,0,8,0
4721.5,0,0,0,12,0
4728.0,0,0,0,10,0
4732.0,0,0,0,1,0
4733.5,0,0,0,4,0
4735.0,0,0,0,1,0
4737.0,0,0,0,6,0
4757.5,0,0,0,8,0
4766.0,0,0,0,18,0
4772.0,0,0,0,6,0
4774.0,0,0,0,1,0
135858.5,0,0,0,10,0
4817.0,0,0,0,3,0
135891.0,0,0,0,1,0
4820.5,0,0,0,7,0
4825.0,0,0,0,10,0
135902.0,0,0,0,19,0
4831.0,0,0,0,10,0
4835.5,0,0,0,4,0
4841.0,0,0,0,8,0
135913.0,0,0,0,1,0
135915.0,0,0,0,4,0
135919.0,0,0,0,10,0
4849.5,0,0,0,8,0
135925.0,0,0,0,4,0
135960.5,0,0,0,8,0
4890.0,0,0,0,6,0
135963.5,0,0,0,4,0
4895.0,0,0,0,10,0
4900.5,0,0,0,12,0
4907.5,0,0,0,15,0
4913.5,0,0,0,8,0
4916.0,0,0,0,1,0
135989.5,0,0,0,12,0
4919.5,0,0,0,11,0
4924.5,0,0,0,8,0
135997.0,0,0,0,18,0
4928.5,0,0,0,8,0
4932.0,0,0,0,6,0
4934.5,0,0,0,4,0
4937.0,0,0,0,6,0
4941.0,0,0,0,5,0
4944.5,0,0,0,3,0
136019.5,6,0,0,12,0
136026.0,0,0,0,6,0
136030.5,2,0,0,10,0
136035.0,0,0,0,2,0
136039.5,4,0,0,8,0
136046.0,0,0,0,14,0
136058.0,1,0,0,10,0
136080.0,0,0,0,10,0
136085.5,0,0,0,12,0
136090.0,0,0,0,6,0
5022.5,0,0,0,8,0
136096.0,2,0,0,14,0
5027.0,0,1,0,0,0
5031.0,2,1,0,0,0
5033.0,0,1,0,0,0
5035.0,0,1,0,0,0
5040.0,1,0,0,0,0
5041.0,0,0,0,1,0
5043.0,0,0,0,1,0
5044.5,1,1,0,0,0
5046.0,1,0,0,0,0
5047.0,0,1,0,0,0
5048.0,0,1,0,0,0
5051.5,2,0,0,1,0
5054.0,0,0,0,1,0
5056.0,0,0,0,1,0
5057.0,0,1,0,0,0
5058.0,0,0,0,1,0
5061.5,0,1,0,0,0
5064.0,0,0,0,1,0
5065.0,0,0,0,1,0
5067.0,1,0,0,1,0
5072.0,0,1,0,0,0
5073.5,0,1,0,1,0
5076.5,0,0,1,0,0
136150.0,0,0,0,6,0
5079.0,1,0,0,0,0
5078.0,1,0,0,0,0
136154.5,0,6,0,6,0
5082.5,0,1,1,0,0
136158.5,0,0,0,4,0
5086.5,0,1,0,1,0
136161.5,0,0,0,4,0
5090.5,0,0,1,0,0
5089.0,0,0,0,1,0
5092.0,0,0,1,0,0
5094.0,1,1,0,1,0
5096.0,0,1,0,0,0
5099.5,0,1,0,1,0
5101.5,0,0,1,0,0
5105.0,0,1,0,0,0
5107.0,1,0,0,0,0
5108.0,0,0,0,1,0
5109.0,0,0,1,0,0
5114.5,1,2,0,1,0
5117.5,0,1,0,0,0
5121.0,0,1,0,0,0
5122.5,0,1,0,1,0
5124.0,0,1,0,0,0
5125.0,0,0,0,1,0
5126.0,1,0,0,0,0
5127.0,0,1,0,0,0
5130.0,0,1,0,0,0
5133.0,1,1,0,0,0
5135.0,0,0,0,1,0
5136.0,0,0,1,0,0
5138.0,0,0,0,1,0
5139.5,0,0,1,0,0
5142.0,0,1,0,0,0
5145.0,0,1,0,0,0
5146.0,0,0,0,1,0
5147.0,0,1,0,0,0
5149.0,1,0,0,0,0
5151.5,0,1,0,1,0
5154.5,0,3,0,0,0
5157.5,0,1,0,0,0
5159.0,0,1,0,0,0
5160.0,0,0,0,1,0
5165.0,0,1,0,0,0
5166.0,0,0,1,0,0
5168.5,0,2,0,0,0
5170.0,0,1,0,0,0
5171.0,0,1,0,0,0
5172.0,0,0,0,1,0
5173.5,1,1,0,0,0
5175.5,0,2,0,0,0
5177.5,1,0,1,0,0
5180.5,1,0,0,0,0
136253.5,0,0,0,4,0
5183.0,1,0,0,0,0
5185.0,0,0,1,0,0
5186.0,0,0,0,1,0
136259.0,4,0,0,14,0
5187.0,0,1,0,0,0
5188.5,0,1,0,0,0
5191.0,1,0,0,0,0
136267.5,0,0,0,16,0
5196.0,1,0,0,0,0
5198.0,1,0,0,0,0
5199.0,0,1,0,0,0
5200.0,1,0,0,0,0
5202.0,0,1,0,0,0
5203.0,1,0,0,0,0
5204.0,0,1,0,0,0
5205.0,0,1,0,0,0
5206.5,1,0,0,0,0
5208.5,0,1,1,0,0
5210.0,0,1,0,0,0
5212.0,1,0,0,0,0
5213.0,0,1,0,0,0
5214.5,0,1,0,0,0
5218.5,0,0,0,1,0
5220.5,0,0,0,0,1
5222.0,0,0,0,1,0
5223.0,0,0,0,1,0
5224.5,1,1,0,0,0
5226.5,0,1,0,1,0
5229.5,1,1,0,0,0
5231.0,0,1,0,0,0
5232.0,0,0,0,1,0
5233.0,0,1,0,0,0
5234.5,0,0,1,0,0
5236.5,0,1,0,0,0
5238.0,0,1,0,0,0
5239.0,0,0,1,0,0
5240.0,0,1,0,0,0
5241.0,0,0,0,1,0
5242.5,0,0,0,1,0
5244.5,0,0,1,0,0
5246.0,1,0,0,0,0
5247.5,0,2,0,0,0
5250.5,1,1,0,0,0
5253.5,0,0,0,1,0
5259.5,1,1,0,0,0
5261.0,1,0,0,0,0
5264.0,0,0,0,1,0
5265.5,0,2,0,0,0
5267.5,0,0,0,1,0
5270.5,0,1,0,0,0
5272.0,0,0,1,0,0
5274.0,0,2,0,0,0
5276.0,0,1,0,0,0
5277.5,0,1,0,0,0
5279.0,0,1,0,0,0
5282.0,0,1,0,0,0
5283.0,0,0,0,1,0
5285.0,1,0,0,0,0
5286.0,1,0,0,0,0
5287.0,0,1,0,0,0
5288.5,0,2,0,0,0
5290.0,0,1,0,0,0
5292.0,0,1,0,0,0
5293.0,0,0,0,1,0
5294.5,0,1,1,0,0
5297.0,1,0,0,0,0
5299.0,0,0,0,1,0
136377.5,2,0,0,15,0
5305.5,0,2,0,0,0
5308.0,0,0,0,1,0
5309.0,0,0,1,0,0
5311.0,1,0,0,0,0
5312.0,0,0,0,1,0
5314.0,1,0,0,2,0
5316.0,0,1,0,0,0
5317.0,1,0,0,0,0
5318.0,0,1,0,0,0
5320.0,0,1,1,0,0
5322.0,0,1,0,0,0
5323.0,1,0,0,0,0
5324.5,0,0,0,1,0
5326.0,0,1,0,0,0
5328.5,0,1,0,0,0
136404.5,0,0,0,6,0
5332.0,0,1,0,0,0
136407.5,0,0,0,4,0
5335.0,0,1,0,0,0
5338.0,0,0,1,0,0
5339.0,1,0,0,0,0
5342.0,0,1,0,0,0
5343.0,0,1,0,0,0
5350.0,0,1,0,0,0
5351.0,1,0,0,0,0
5352.5,0,0,0,1,0
5354.0,0,1,0,0,0
5355.0,0,1,0,0,0
5356.0,0,1,0,0,0
5357.0,0,0,0,1,0
5360.5,0,0,0,4,0
136432.0,0,0,0,1,0
136434.0,0,0,0,6,0
5362.0,0,0,0,1,0
136438.5,0,0,0,12,0
136443.0,0,0,0,6,0
136446.5,0,0,0,6,0
136449.5,0,0,0,4,0
136477.0,0,0,0,6,0
136494.0,0,0,0,1,0
136495.5,0,0,0,4,0
136498.5,0,0,0,8,0
136502.0,0,0,0,6,0
136504.5,0,0,0,4,0
136507.0,0,0,0,6,0
5435.0,0,0,0,6,0
5438.0,0,1,0,0,0
5439.0,0,0,0,1,0
5442.0,0,1,0,0,0
5444.0,0,0,0,1,0
5446.0,1,0,0,0,0
5449.0,0,1,0,0,0
5450.0,0,0,1,0,0
136523.0,0,0,0,12,0
5451.0,0,1,0,0,0
136528.5,4,0,0,4,0
136561.0,0,0,0,8,0
136565.0,0,0,0,5,0
136567.5,0,0,0,4,0
136569.0,0,0,0,1,0
136572.0,0,0,0,10,0
136576.0,0,0,0,6,0
136578.5,0,0,0,4,0
136583.5,4,0,0,10,0
136590.5,0,0,0,12,0
136595.0,0,0,0,6,0
5548.0,0,1,0,0,0
5549.5,0,1,0,0,0
5552.5,0,2,0,0,0
5556.5,1,1,0,0,0
5558.5,0,1,0,0,0
5560.5,0,1,0,0,0
5562.5,0,1,0,0,0
136635.0,0,0,0,1,0
136639.5,4,0,0,11,0
136647.5,0,0,0,8,0
5582.0,1,1,0,0,0
136657.0,0,0,0,6,0
5585.5,0,1,0,0,0
5587.0,1,0,0,0,0
136659.0,0,0,0,1,0
5588.0,1,0,0,0,0
5595.5,0,1,0,0,0
5599.0,1,2,0,0,0
5602.0,0,1,0,0,0
5604.0,1,0,1,0,0
5606.5,0,1,0,0,0
5608.5,1,1,0,0,0
5611.5,0,2,0,0,0
5615.5,0,1,0,2,0
5619.5,1,1,0,1,0
5622.0,0,0,0,1,0
5624.0,0,0,0,1,0
136697.0,0,0,0,6,0
5626.0,1,0,0,1,0
136700.5,0,0,0,8,0
5628.5,0,1,0,1,0
5630.0,0,0,0,1,0
5631.5,1,0,0,0,0
136704.0,2,0,0,4,0
5633.0,1,0,0,0,0
5634.0,0,1,0,0,0
5635.0,0,1,0,0,0
5637.0,1,2,0,0,0
5641.0,1,4,0,0,0
5645.0,1,0,0,0,0
5646.0,1,0,0,0,0
5648.0,0,2,0,1,0
5651.5,0,2,0,0,0
5654.5,2,0,0,1,0
5671.0,0,1,0,0,0
5674.0,0,1,0,0,0
5675.0,0,1,0,0,0
5678.0,0,1,0,0,0
5681.0,0,0,1,0,0
5682.0,0,1,0,0,0
5684.0,1,0,0,0,0
5685.0,0,0,0,1,0
5686.0,0,1,0,0,0
103991.5,4,0,0,0,0
5687.0,0,0,1,0,0
5689.0,0,1,0,0,0
103994.0,0,1,0,0,0
103995.0,0,1,0,0,0
103999.0,0,0,0,1,0
104002.0,0,0,1,0,0
104003.0,0,0,0,1,0
104004.0,0,1,0,0,0
104005.0,0,1,0,0,0
104006.0,0,1,0,0,0
5703.0,0,0,0,2,0
104008.0,0,3,0,0,0
5705.5,0,1,0,1,0
104010.0,0,1,0,0,0
5701.0,0,1,0,0,0
5709.0,0,1,0,0,0
5712.5,0,2,0,0,0
104016.0,0,2,2,2,0
5716.0,2,1,0,0,0
5719.0,0,1,0,0,0
104023.5,0,3,2,0,0
5721.5,0,2,0,0,0
5724.0,0,1,0,0,0
104030.5,1,2,0,2,0
5726.5,0,1,0,0,0
5728.0,0,0,0,1,0
104038.0,0,5,0,1,0
104042.0,0,1,0,0,0
104044.5,0,2,0,0,0
104046.0,0,1,0,0,0
104047.0,0,1,0,0,0
104049.0,0,1,0,0,0
104051.0,0,2,0,0,0
104054.0,0,1,0,0,0
104055.0,1,0,0,0,0
104056.0,0,1,0,0,0
104058.0,1,0,0,0,0
104059.0,0,1,0,0,0
104060.5,2,0,0,0,0
104064.5,4,0,0,0,0
104069.0,0,1,0,0,0
104070.0,0,1,0,0,0
104073.0,0,1,0,0,0
104074.0,0,1,0,0,0
104075.0,1,0,0,0,0
104076.0,0,1,0,0,0
104079.0,0,0,0,5,0
104082.0,0,1,0,0,0
104083.0,0,0,0,1,0
104084.0,0,1,0,0,0
104086.0,0,2,0,0,0
104088.5,0,0,0,4,0
104093.0,1,0,0,0,0
104094.5,0,0,0,2,0
104096.5,0,0,0,2,0
104098.5,0,0,0,2,0
104101.0,0,1,0,0,0
104104.0,0,1,0,0,0
104105.0,0,1,0,0,0
104107.0,0,3,0,0,0
104110.0,0,1,0,0,0
104111.0,0,1,0,0,0
104114.0,0,0,0,8,0
104123.0,0,1,0,0,0
104128.0,0,1,0,0,0
104129.0,1,0,0,0,0
5826.0,0,1,0,0,0
5828.5,0,2,0,0,0
5830.0,0,1,0,0,0
5833.0,1,2,0,0,0
104138.0,0,1,0,0,0
104139.0,0,1,0,0,0
5836.0,0,1,0,0,0
104142.0,4,0,0,6,0
5841.0,0,0,0,10,0
104148.0,2,0,0,12,0
5845.0,0,0,0,6,0
104153.0,0,1,0,0,0
5850.0,0,0,0,8,0
5856.5,0,0,0,12,0
104165.0,0,1,0,0,0
104167.0,0,0,0,1,0
104168.0,1,0,0,0,0
104172.0,0,1,0,0,0
104174.0,0,1,0,0,0
104176.0,0,1,0,0,0
104179.0,0,0,0,1,0
104180.0,0,1,0,0,0
104181.0,0,1,0,0,0
104185.0,0,1,0,0,0
104188.5,0,0,0,2,0
104190.0,1,0,0,0,0
104192.0,0,1,0,0,0
104199.0,0,0,0,1,0
104205.0,0,1,0,0,0
104206.0,0,1,0,0,0
104207.0,0,1,0,0,0
104211.5,16,0,0,0,0
104216.0,0,1,0,0,0
104217.0,0,1,0,0,0
104218.0,0,1,0,0,0
104220.0,0,1,0,0,0
104223.0,0,0,1,0,0
104227.0,0,0,0,1,0
104230.0,0,1,0,0,0
104231.0,0,1,0,0,0
104233.0,0,0,0,1,0
104234.0,0,0,0,1,0
104235.0,0,1,0,0,0
104238.0,0,1,0,0,0
104239.0,0,1,0,0,0
104242.0,0,1,0,0,0
104244.0,0,1,0,0,0
104246.0,0,1,0,0,0
104247.0,0,1,0,0,0
104248.5,0,0,2,0,0
104253.0,0,0,1,0,0
104254.0,0,1,0,0,0
104255.0,0,1,0,0,0
104256.0,0,1,0,0,0
104257.0,0,1,0,0,0
104258.0,0,1,0,0,0
104261.0,0,1,0,0,0
104263.0,0,0,0,1,0
5960.5,1,0,0,13,0
104264.0,0,1,0,0,0
104266.0,0,0,0,3,0
104269.0,0,1,0,0,0
104270.0,1,0,0,0,0
104271.0,0,0,1,0,0
104272.0,0,0,0,1,0
104274.0,0,1,0,0,0
5972.0,0,0,0,4,0
104276.0,0,3,0,0,0
5974.5,0,0,0,4,0
104278.0,0,1,0,0,0
104280.0,0,1,0,0,0
5979.0,0,0,0,14,0
104285.0,0,0,0,1,0
5987.5,6,0,0,14,0
104314.0,0,1,0,0,0
104315.5,0,0,0,1,0
104317.0,1,0,0,0,0
104319.0,0,0,0,1,0
6016.5,0,0,0,4,0
104320.0,0,0,1,0,0
6019.0,0,0,0,6,0
104324.0,0,1,0,0,0
6021.5,0,0,0,4,0
6025.0,0,0,0,5,0
104332.0,0,0,0,0,1
104333.0,1,0,0,0,0
6028.0,0,0,0,1,0
104334.0,0,1,0,0,0
6031.0,0,0,0,9,0
104338.5,16,0,0,0,0
6034.5,0,0,0,4,0
6038.0,0,0,0,6,0
6041.0,0,0,0,1,0
104345.0,0,1,0,0,0
104347.0,0,1,0,0,0
104346.0,0,0,0,1,0
6043.5,0,0,0,8,0
104349.0,0,0,0,3,0
104351.0,0,0,0,1,0
6048.0,0,0,0,10,0
104353.0,0,1,0,0,0
